------------------------------------------------------------------------------
Dataset: adult | Method: Curv   | Seed: 0 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
  106 |  0.14959259
  107 |  0.15087963
  108 |  0.15074074
  109 |  0.15045370
  110 |  0.15087963
  111 |  0.15211111
  112 |  0.14786111
  113 |  0.14993518
  114 |  0.14791666
  115 |  0.14786111
  116 |  0.14906481
  117 |  0.15175000
  118 |  0.15089815
  119 |  0.14906481
  120 |  0.14970370
  121 |  0.14819444
  122 |  0.14786111
  123 |  0.14873148
  124 |  0.15312037
  125 |  0.15132407
  126 |  0.15118518
  127 |  0.14853703
  128 |  0.17349074
  129 |  0.14950926
  130 |  0.15220370
  131 |  0.14960185
  132 |  0.17235185
  133 |  0.15241666
  134 |  0.15225926
  135 |  0.14945370
  136 |  0.14796296
  137 |  0.14997222
  138 |  0.14862037
  139 |  0.15181481
  140 |  0.14868518
  141 |  0.14862037
  142 |  0.15394444
  143 |  0.15285185
  144 |  0.17517593
  145 |  0.19220370
  146 |  0.15308333
  147 |  0.14930555
  148 |  0.14891666
  149 |  0.15062963
  150 |  0.14888888

------------------------------------------------------------------------------
Dataset: adult | Method: Optuna | Seed: 0 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.15499074
    2 |  0.14979629
    3 |  0.15448148
    4 |  0.18336111
    5 |  0.15487037
    6 |  0.16890741
    7 |  0.24192593
    8 |  0.23451543
    9 |  0.22885185
   10 |  0.20040740
   11 |  0.15150926
   12 |  0.15254630
   13 |  0.15458333
   14 |  0.15110185
   15 |  0.15093518
   16 |  0.17311111
   17 |  0.15190741
   18 |  0.15101852
   19 |  0.15146296
   20 |  0.15764814
   21 |  0.15325000
   22 |  0.15168518
   23 |  0.15041666
   24 |  0.15140741
   25 |  0.15218518
   26 |  0.14953704
   27 |  0.14954630
   28 |  0.16447222
   29 |  0.15031481
   30 |  0.15532407
   31 |  0.14884259
   32 |  0.14910185
   33 |  0.15221296
   34 |  0.14988889
   35 |  0.15210185
   36 |  0.15228704
   37 |  0.16110185
   38 |  0.15641666
   39 |  0.15159259
   40 |  0.14928703
   41 |  0.15314815
   42 |  0.15366666
   43 |  0.15228703
   44 |  0.15074074
   45 |  0.15389815
   46 |  0.29282406
   47 |  0.15286111
   48 |  0.15175000
   49 |  0.15299074
   50 |  0.15337037
   51 |  0.15300926
   52 |  0.15165740
   53 |  0.14991667
   54 |  0.14890741
   55 |  0.15074999
   56 |  0.15024074
   57 |  0.15864814
   58 |  0.15201852
   59 |  0.15036111
   60 |  0.14990741
   61 |  0.15134259
   62 |  0.14984259
   63 |  0.15105556
   64 |  0.14836111
   65 |  0.16591667
   66 |  0.14936111
   67 |  0.15136111
   68 |  0.17658333
   69 |  0.14974074
   70 |  0.16955555
   71 |  0.16956481
   72 |  0.15229629
   73 |  0.17462963
   74 |  0.15044444
   75 |  0.14990740
   76 |  0.14958333
   77 |  0.15092592
   78 |  0.15725926
   79 |  0.14988889
   80 |  0.16708333
   81 |  0.16336111
   82 |  0.14943518
   83 |  0.15023148
   84 |  0.15101852
   85 |  0.15149074
   86 |  0.14793518
   87 |  0.14990741
   88 |  0.15165741
   89 |  0.15040740
   90 |  0.14933333
   91 |  0.14947222
   92 |  0.14925925
   93 |  0.14903703
   94 |  0.14947222
   95 |  0.15386111
   96 |  0.15225926
   97 |  0.15229630
   98 |  0.15381481
   99 |  0.16013889
  100 |  0.15011111
  101 |  0.15250000
  102 |  0.14929630
  103 |  0.15050000
  104 |  0.14970370
  105 |  0.15192592
  106 |  0.15504629
  107 |  0.14853704
  108 |  0.14751852
  109 |  0.14924074
  110 |  0.15257407
  111 |  0.14991666
  112 |  0.14980555
  113 |  0.14903703
  114 |  0.14974074
  115 |  0.15012037
  116 |  0.14972222
  117 |  0.14903704
  118 |  0.15071296
  119 |  0.15472222
  120 |  0.15350926
  121 |  0.15414815
  122 |  0.14986111
  123 |  0.14897222
  124 |  0.15152778
  125 |  0.14996296
  126 |  0.14950000
  127 |  0.14878704
  128 |  0.15817592
  129 |  0.15461111
  130 |  0.15162037
  131 |  0.14793518
  132 |  0.14717592
  133 |  0.14982407
  134 |  0.14771296
  135 |  0.14934259
  136 |  0.14939815
  137 |  0.14998148
  138 |  0.15168519
  139 |  0.14963889
  140 |  0.14636111
  141 |  0.14978704
  142 |  0.14872222
  143 |  0.14930555
  144 |  0.15053704
  145 |  0.16376852
  146 |  0.15107407
  147 |  0.15284259
  148 |  0.15005556
  149 |  0.16121296
  150 |  0.14660185

------------------------------------------------------------------------------
Dataset: adult | Method: Curv   | Seed: 1 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.15440741
    2 |  0.15409524
    3 |  0.15413889
    4 |  0.16075000
    5 |  0.15462963
    6 |  0.15650926
    7 |  0.15337037
    8 |  0.15362037
    9 |  0.15816666
   10 |  0.15856482
   11 |  0.15206482
   12 |  0.15391667
   13 |  0.15316667
   14 |  0.15512037
   15 |  0.15378704
   16 |  0.15435185
   17 |  0.15794444
   18 |  0.15257408
   19 |  0.15421296
   20 |  0.15790741
   21 |  0.15443827
   22 |  0.14983333
   23 |  0.15559259
   24 |  0.15817593
   25 |  0.16046296
   26 |  0.15720370
   27 |  0.16540741
   28 |  0.15418518
   29 |  0.15194444
   30 |  0.15712037
   31 |  0.15712037
   32 |  0.16851852
   33 |  0.15564815
   34 |  0.15292592
   35 |  0.15406481
   36 |  0.15431481
   37 |  0.15297222
   38 |  0.15933333
   39 |  0.15647222
   40 |  0.16878704
   41 |  0.15138889
   42 |  0.15276852
   43 |  0.15841667
   44 |  0.15242592
   45 |  0.17869444
   46 |  0.15316667
   47 |  0.15318518
   48 |  0.16338889
   49 |  0.15091667
   50 |  0.15342592
   51 |  0.16529629
   52 |  0.15933333
   53 |  0.14888889
   54 |  0.15155556
   55 |  0.15548148
   56 |  0.15137963
   57 |  0.15636111
   58 |  0.16084259
   59 |  0.16377778
   60 |  0.15888889
   61 |  0.15265740
   62 |  0.15761111
   63 |  0.15394445
   64 |  0.15669444
   65 |  0.15647222
   66 |  0.15563889
   67 |  0.15793518
   68 |  0.15610185
   69 |  0.15769444
   70 |  0.16249074
   71 |  0.17345370
   72 |  0.15467593
   73 |  0.15585185
   74 |  0.17621296
   75 |  0.15864815
   76 |  0.16218518
   77 |  0.16512037
   78 |  0.15209524
   79 |  0.15450926
   80 |  0.22835185
   81 |  0.16342593
   82 |  0.16508333
   83 |  0.17398148
   84 |  0.15260450
   85 |  0.15563889
   86 |  0.16312963
   87 |  0.15444444
   88 |  0.17008333
   89 |  0.16102778
   90 |  0.16028704
   91 |  0.15426852
   92 |  0.15472222
   93 |  0.15718518
   94 |  0.21612963
   95 |  0.16006481
   96 |  0.15272222
   97 |  0.15069444
   98 |  0.15647222
   99 |  0.16669444
  100 |  0.16155556
  101 |  0.15827778
  102 |  0.15479630
  103 |  0.16725000
  104 |  0.15433333
  105 |  0.15841666
  106 |  0.15069444
  107 |  0.15630556
  108 |  0.15197222
  109 |  0.15568519
  110 |  0.15557407
  111 |  0.15286111
  112 |  0.16149074
  113 |  0.15920370
  114 |  0.20487037
  115 |  0.15603704
  116 |  0.15314815
  117 |  0.15637963
  118 |  0.15723148
  119 |  0.15612963
  120 |  0.15216932
  121 |  0.16150926
  122 |  0.15862963
  123 |  0.15750926
  124 |  0.15277117
  125 |  0.15564815
  126 |  0.16114815
  127 |  0.15948148
  128 |  0.17185185
  129 |  0.15705556
  130 |  0.15470370
  131 |  0.16334259
  132 |  0.15287302
  133 |  0.15750926
  134 |  0.15283598
  135 |  0.15520370
  136 |  0.15917592
  137 |  0.16062963
  138 |  0.21484259
  139 |  0.18300926
  140 |  0.16118518
  141 |  0.17002778
  142 |  0.15206482
  143 |  0.16156481
  144 |  0.15836111
  145 |  0.15098148
  146 |  0.15398148
  147 |  0.15625926
  148 |  0.15363889
  149 |  0.15462963
  150 |  0.15625926

------------------------------------------------------------------------------
Dataset: adult | Method: Adapt  | Seed: 1 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.44983333
    2 |  0.21537963
    3 |  0.15993518
    4 |  0.21245988
    5 |  0.21087963
    6 |  0.26176852
    7 |  0.15006482
    8 |  0.16087963
    9 |  0.15560185
   10 |  0.15291667
   11 |  0.14903703
   12 |  0.15188888
   13 |  0.15531481
   14 |  0.16947222
   15 |  0.15648148
   16 |  0.15317592
   17 |  0.14990741
   18 |  0.16996296
   19 |  0.37742592
   20 |  0.23012037
   21 |  0.16222222
   22 |  0.15302777
   23 |  0.15252778
   24 |  0.16076852
   25 |  0.16498148
   26 |  0.15934259
   27 |  0.27379629
   28 |  0.15454630
   29 |  0.15180555
   30 |  0.16343518
   31 |  0.16383333
   32 |  0.18128704
   33 |  0.18872222
   34 |  0.16650926
   35 |  0.18625926
   36 |  0.18809028
   37 |  0.18945370
   38 |  0.15293518
   39 |  0.15709259
   40 |  0.15649074
   41 |  0.19575926
   42 |  0.15826852
   43 |  0.15378703
   44 |  0.18937963
   45 |  0.15928703
   46 |  0.15216666
   47 |  0.21242593
   48 |  0.15075000
   49 |  0.15663889
   50 |  0.15756481
   51 |  0.15218518
   52 |  0.15652315
   53 |  0.16424074
   54 |  0.15656481
   55 |  0.15705555
   56 |  0.15763889
   57 |  0.15956481
   58 |  0.17471296
   59 |  0.14981482
   60 |  0.15369444
   61 |  0.15243518
   62 |  0.16316667
   63 |  0.15450926
   64 |  0.17555556
   65 |  0.15447222
   66 |  0.15151852
   67 |  0.16598148
   68 |  0.14857407
   69 |  0.16069445
   70 |  0.15561111
   71 |  0.14947222
   72 |  0.50680555
   73 |  0.18954630
   74 |  0.15194445
   75 |  0.15051852
   76 |  0.27380555
   77 |  0.16287037
   78 |  0.15303703
   79 |  0.15080555
   80 |  0.21007407
   81 |  0.14870370
   82 |  0.15076852
   83 |  0.20100926
   84 |  0.15277777
   85 |  0.15271296
   86 |  0.16138888
   87 |  0.16379629
   88 |  0.15200000
   89 |  0.15133333
   90 |  0.14949074
   91 |  0.15195370
   92 |  0.15254630
   93 |  0.18550926
   94 |  0.15070370
   95 |  0.15210185
   96 |  0.15250926
   97 |  0.15001852
   98 |  0.15186111
   99 |  0.14941667
  100 |  0.16152777
  101 |  0.14871296
  102 |  0.15245370
  103 |  0.17326852
  104 |  0.15148148
  105 |  0.15207407
  106 |  0.15117593
  107 |  0.15151852
  108 |  0.15114815
  109 |  0.15342593
  110 |  0.15086111
  111 |  0.16028704
  112 |  0.15281481
  113 |  0.15395370
  114 |  0.14849074
  115 |  0.15947222
  116 |  0.33437036
  117 |  0.15247222
  118 |  0.15247222
  119 |  0.14867593
  120 |  0.14925926
  121 |  0.14963889
  122 |  0.15121296
  123 |  0.14975000
  124 |  0.15274074
  125 |  0.15266666
  126 |  0.15111111
  127 |  0.15261111
  128 |  0.15161111
  129 |  0.15160185
  130 |  0.15061343
  131 |  0.15096528
  132 |  0.15850000
  133 |  0.15075926
  134 |  0.15411111
  135 |  0.14912037
  136 |  0.15226852
  137 |  0.16112963
  138 |  0.16219444
  139 |  0.15497222
  140 |  0.15194444
  141 |  0.15335185
  142 |  0.17846296
  143 |  0.15020370
  144 |  0.15881481
  145 |  0.15180556
  146 |  0.20282407
  147 |  0.14962037
  148 |  0.14917592
  149 |  0.15003703
  150 |  0.15037963

------------------------------------------------------------------------------
Dataset: adult | Method: Optuna | Seed: 1 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.44983333
    2 |  0.15030555
    3 |  0.15025926
    4 |  0.15059259
    5 |  0.15001852
    6 |  0.15736111
    7 |  0.21313889
    8 |  0.16041666
    9 |  0.16751852
   10 |  0.20721296
   11 |  0.16140740
   12 |  0.15341666
   13 |  0.15179630
   14 |  0.15253703
   15 |  0.15552777
   16 |  0.14968519
   17 |  0.14973148
   18 |  0.14915741
   19 |  0.14891667
   20 |  0.15956481
   21 |  0.14883333
   22 |  0.14792592
   23 |  0.15615278
   24 |  0.15182407
   25 |  0.15447222
   26 |  0.15842592
   27 |  0.14975926
   28 |  0.15050926
   29 |  0.15666203
   30 |  0.19236111
   31 |  0.26744444
   32 |  0.15162037
   33 |  0.14886728
   34 |  0.14862099
   35 |  0.14862963
   36 |  0.15025000
   37 |  0.15111111
   38 |  0.14798148
   39 |  0.15021296
   40 |  0.14834259
   41 |  0.15036111
   42 |  0.14692592
   43 |  0.14721296
   44 |  0.14745370
   45 |  0.15179630
   46 |  0.14906481
   47 |  0.14790740
   48 |  0.15171296
   49 |  0.15011111
   50 |  0.15207407
   51 |  0.15110185
   52 |  0.14849074
   53 |  0.15160185
   54 |  0.15017592
   55 |  0.14869444
   56 |  0.15107407
   57 |  0.15186111
   58 |  0.15112037
   59 |  0.15145370
   60 |  0.22347222
   61 |  0.14941666
   62 |  0.14821296
   63 |  0.14791667
   64 |  0.15158333
   65 |  0.15050000
   66 |  0.14872222
   67 |  0.15100926
   68 |  0.15242857
   69 |  0.16443518
   70 |  0.14983333
   71 |  0.20407408
   72 |  0.14832407
   73 |  0.15034259
   74 |  0.14899074
   75 |  0.15209259
   76 |  0.15525926
   77 |  0.14849074
   78 |  0.15812037
   79 |  0.15012963
   80 |  0.14967593
   81 |  0.15371296
   82 |  0.14848148
   83 |  0.14835185
   84 |  0.14769444
   85 |  0.14768518
   86 |  0.14727777
   87 |  0.15110185
   88 |  0.14920370
   89 |  0.14959259
   90 |  0.14707407
   91 |  0.14713888
   92 |  0.14713888
   93 |  0.14880555
   94 |  0.14723147
   95 |  0.14802777
   96 |  0.15012037
   97 |  0.14804629
   98 |  0.14968518
   99 |  0.14900926
  100 |  0.15044444
  101 |  0.15285185
  102 |  0.14989814
  103 |  0.14885185
  104 |  0.14849999
  105 |  0.14952777
  106 |  0.15021296
  107 |  0.15023148
  108 |  0.14938888
  109 |  0.14823148
  110 |  0.14886111
  111 |  0.14952778
  112 |  0.14721296
  113 |  0.14836110
  114 |  0.14889814
  115 |  0.15116666
  116 |  0.15089815
  117 |  0.14991667
  118 |  0.14772222
  119 |  0.14822222
  120 |  0.14912037
  121 |  0.14925000
  122 |  0.14931018
  123 |  0.14787963
  124 |  0.14777777
  125 |  0.15059259
  126 |  0.14898148
  127 |  0.15008333
  128 |  0.14839814
  129 |  0.15017593
  130 |  0.14856481
  131 |  0.15067592
  132 |  0.14787963
  133 |  0.14840740
  134 |  0.14775926
  135 |  0.14867592
  136 |  0.14682407
  137 |  0.14822222
  138 |  0.15044444
  139 |  0.14944444
  140 |  0.14980556
  141 |  0.14785185
  142 |  0.14776852
  143 |  0.14796296
  144 |  0.14716666
  145 |  0.14785185
  146 |  0.14986111
  147 |  0.14849999
  148 |  0.14966667
  149 |  0.14991666
  150 |  0.14714814

------------------------------------------------------------------------------
Dataset: adult | Method: Curv   | Seed: 2 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.15704630
    2 |  0.15760185
    3 |  0.15759259
    4 |  0.15762037
    5 |  0.15488889
    6 |  0.15687963
    7 |  0.15779629
    8 |  0.17617593
    9 |  0.16299074
   10 |  0.15450926
   11 |  0.15525926
   12 |  0.15330555
   13 |  0.15532407
   14 |  0.16348147
   15 |  0.15754630
   16 |  0.15167592
   17 |  0.15103704
   18 |  0.15493519
   19 |  0.15509259
   20 |  0.15975000
   21 |  0.15334259
   22 |  0.15468518
   23 |  0.15231481
   24 |  0.15997222
   25 |  0.15756481
   26 |  0.15472222
   27 |  0.15535186
   28 |  0.15739815
   29 |  0.15560185
   30 |  0.15183333
   31 |  0.15773148
   32 |  0.21939814
   33 |  0.15749074
   34 |  0.15014815
   35 |  0.15392593
   36 |  0.15439815
   37 |  0.18089814
   38 |  0.14984259
   39 |  0.15621296
   40 |  0.15345370
   41 |  0.15568518
   42 |  0.15257407
   43 |  0.16890741
   44 |  0.15240741
   45 |  0.15343519
   46 |  0.15562963
   47 |  0.16217592
   48 |  0.15862037
   49 |  0.15089815
   50 |  0.15427778
   51 |  0.15419445
   52 |  0.15005555
   53 |  0.15307407
   54 |  0.16018518
   55 |  0.16487963
   56 |  0.15968518
   57 |  0.15746296
   58 |  0.15896296
   59 |  0.15901852
   60 |  0.15712963
   61 |  0.15747222
   62 |  0.15810185
   63 |  0.16150000
   64 |  0.15616667
   65 |  0.16182407
   66 |  0.15677778
   67 |  0.15574074
   68 |  0.15717592
   69 |  0.15837037
   70 |  0.15759259
   71 |  0.19410185
   72 |  0.15745370
   73 |  0.18171296
   74 |  0.16443519
   75 |  0.16017592
   76 |  0.15350000
   77 |  0.17015741
   78 |  0.16308333
   79 |  0.17601852
   80 |  0.16300000
   81 |  0.15742593
   82 |  0.15884259
   83 |  0.15972222
   84 |  0.16441667
   85 |  0.15817593
   86 |  0.15562963
   87 |  0.15704629
   88 |  0.15884259
   89 |  0.16394444
   90 |  0.16399074
   91 |  0.15355555
   92 |  0.15956481
   93 |  0.15738889
   94 |  0.15641667
   95 |  0.15891667
   96 |  0.15350926
   97 |  0.15138228
   98 |  0.15167593
   99 |  0.15414815
  100 |  0.15750926
  101 |  0.15372037
  102 |  0.15873148
  103 |  0.16296296
  104 |  0.18305556
  105 |  0.15522222
  106 |  0.15642593
  107 |  0.15771296
  108 |  0.22669444
  109 |  0.16320370
  110 |  0.15595370
  111 |  0.15829630
  112 |  0.16302778
  113 |  0.16460185
  114 |  0.15639815
  115 |  0.16331482
  116 |  0.15832407
  117 |  0.15810185
  118 |  0.15758333
  119 |  0.15720370
  120 |  0.19531481
  121 |  0.16435185
  122 |  0.17687963
  123 |  0.17139815
  124 |  0.15418519
  125 |  0.15740741
  126 |  0.16214815
  127 |  0.16367592
  128 |  0.15979630
  129 |  0.16030555
  130 |  0.15909259
  131 |  0.15516667
  132 |  0.16317593
  133 |  0.16346296
  134 |  0.16576852
  135 |  0.16295370
  136 |  0.15892592
  137 |  0.15884259
  138 |  0.15743518
  139 |  0.15595370
  140 |  0.15775000
  141 |  0.15789815
  142 |  0.15809259
  143 |  0.15731481
  144 |  0.15605556
  145 |  0.16159259
  146 |  0.15770370
  147 |  0.15703704
  148 |  0.15905555
  149 |  0.15937963
  150 |  0.15744444

------------------------------------------------------------------------------
Dataset: adult | Method: Adapt  | Seed: 2 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.16017592
    2 |  0.26832407
    3 |  0.17881481
    4 |  0.15659259
    5 |  0.15147222
    6 |  0.15519444
    7 |  0.21736111
    8 |  0.16392593
    9 |  0.23880092
   10 |  0.23210185
   11 |  0.15387037
   12 |  0.15482407
   13 |  0.17275926
   14 |  0.15053703
   15 |  0.15527777
   16 |  0.15472222
   17 |  0.15718518
   18 |  0.20558333
   19 |  0.16802777
   20 |  0.25790278
   21 |  0.15113889
   22 |  0.14832407
   23 |  0.15034259
   24 |  0.15151852
   25 |  0.14824074
   26 |  0.15472222
   27 |  0.15985185
   28 |  0.15225000
   29 |  0.15037037
   30 |  0.15078704
   31 |  0.16087037
   32 |  0.15473148
   33 |  0.17038889
   34 |  0.15542592
   35 |  0.15560185
   36 |  0.15512037
   37 |  0.14892593
   38 |  0.17774074
   39 |  0.15566667
   40 |  0.16185185
   41 |  0.16482407
   42 |  0.15341666
   43 |  0.15288889
   44 |  0.15163889
   45 |  0.17275926
   46 |  0.15025000
   47 |  0.22648148
   48 |  0.15662037
   49 |  0.15292593
   50 |  0.15216667
   51 |  0.14907099
   52 |  0.17345370
   53 |  0.15232407
   54 |  0.15143519
   55 |  0.15544444
   56 |  0.15025000
   57 |  0.20449073
   58 |  0.15137963
   59 |  0.15618518
   60 |  0.17087963
   61 |  0.15600926
   62 |  0.15431481
   63 |  0.15426852
   64 |  0.15299074
   65 |  0.15012037
   66 |  0.15326852
   67 |  0.15342593
   68 |  0.17849074
   69 |  0.15526852
   70 |  0.15096296
   71 |  0.14937037
   72 |  0.15287963
   73 |  0.15362037
   74 |  0.15388889
   75 |  0.15956481
   76 |  0.16208333
   77 |  0.15349074
   78 |  0.15028704
   79 |  0.14837963
   80 |  0.14856481
   81 |  0.15362963
   82 |  0.15127778
   83 |  0.15012037
   84 |  0.15320370
   85 |  0.15540741
   86 |  0.15367592
   87 |  0.15084259
   88 |  0.15167593
   89 |  0.15306482
   90 |  0.14977778
   91 |  0.16381481
   92 |  0.15477778
   93 |  0.15199815
   94 |  0.15312963
   95 |  0.15200000
   96 |  0.14947222
   97 |  0.15097222
   98 |  0.14983333
   99 |  0.14983333
  100 |  0.15372223
  101 |  0.15348148
  102 |  0.15481944
  103 |  0.15088889
  104 |  0.15951851
  105 |  0.16040740
  106 |  0.15021296
  107 |  0.15127778
  108 |  0.15013889
  109 |  0.15152778
  110 |  0.15125000
  111 |  0.15787037
  112 |  0.15463889
  113 |  0.15027778
  114 |  0.15101851
  115 |  0.14928704
  116 |  0.14964815
  117 |  0.14860185
  118 |  0.15276852
  119 |  0.14804630
  120 |  0.14849074
  121 |  0.15349074
  122 |  0.14951852
  123 |  0.15419444
  124 |  0.15967593
  125 |  0.15033333
  126 |  0.14862963
  127 |  0.15711111
  128 |  0.15312963
  129 |  0.14963889
  130 |  0.15404629
  131 |  0.14996296
  132 |  0.15040185
  133 |  0.14976852
  134 |  0.14997222
  135 |  0.14803703
  136 |  0.15271296
  137 |  0.14944444
  138 |  0.14977778
  139 |  0.14862037
  140 |  0.14861111
  141 |  0.15049074
  142 |  0.14951852
  143 |  0.17685185
  144 |  0.14930555
  145 |  0.15067592
  146 |  0.14696296
  147 |  0.15400926
  148 |  0.14901852
  149 |  0.15157407
  150 |  0.15612117

------------------------------------------------------------------------------
Dataset: adult | Method: Optuna | Seed: 2 | Budget: 150
------------------------------------------------------------------------------
Trial | Loss
------+-----------
    1 |  0.16017592
    2 |  0.15843518
    3 |  0.19622222
    4 |  0.21325926
    5 |  0.15275000
